,bigram,count
3197,"('cc<num>pminfree', 'ring')",1
3198,"('ring', 'tone')",1
3199,"('text', 'polys')",1
3200,"('polys', '<num>')",1
3201,"('week', 'get')",1
3202,"('new', 'tone')",4
3203,"('tone', '<num>yrs')",1
3204,"('<num>yrs', '£<num>wkurgent')",1
3205,"('£<num>wkurgent', 'mobile')",1
3206,"('mobile', 'xxx')",1
3207,"('xxx', '£<num>')",1
3208,"('box<num>n<num>qp', 'ppmguaranteed')",1
3209,"('ldnw<num>h', '<num>pmtmsgrcvd<num>hello')",1
3210,"('<num>pmtmsgrcvd<num>hello', 'darling')",1
3211,"('darling', 'today')",1
3212,"('today', 'would')",1
3213,"('would', 'love')",1
3214,"('love', 'chat')",1
3215,"('chat', 'done')",1
3216,"('done', 'tell')",1
3217,"('tell', 'look')",1
3218,"('look', 'like')",1
3219,"('like', 'sexy<num>')",1
3220,"('sexy<num>', 'free')",1
3221,"('free', 'week')",1
3222,"('<num>', 'norm')",2
3223,"('norm', 'peptonewanna')",1
3224,"('peptonewanna', 'get')",1
3225,"('laid', 'unite')",1
3226,"('unite', 'want')",1
3227,"('direct', 'mobile')",4
3228,"('mobile', 'join')",2
3229,"('network', 'text')",2
3230,"('text', 'park')",1
3231,"('park', '<num>')",1
3232,"('echo', 'alp')",2
3233,"('alp', '£<num>msgtried')",1
3234,"('£<num>msgtried', 'contact')",1
3235,"('contact', 'response')",1
3236,"('response', 'offer')",1
3237,"('nokia', 'one')",1
3238,"('one', 'camcorder')",1
3239,"('camcorder', 'hit')",1
3240,"('hit', 'reply')",1
3241,"('<num>', 'deliverynew')",1
3242,"('deliverynew', 'tone')",1
3243,"('tone', 'week')",2
3244,"('week', 'include')",1
3245,"('include', '<num>mcflyall')",1
3246,"('<num>mcflyall', 'sara')",1
3247,"('sara', 'jorgeshock')",1
3248,"('jorgeshock', 'smithswitch')",1
3249,"('smithswitch', 'order')",1
3250,"('order', 'follow')",1
3251,"('instruction', 'next')",1
3252,"('next', 'messageurgent')",1
3253,"('messageurgent', 'trying')",1
3254,"('claim', 'validsport')",1
3255,"('validsport', 'fan')",1
3256,"('fan', 'get')",1
3257,"('get', 'latest')",3
3258,"('latest', 'sport')",1
3259,"('sport', 'news')",1
3260,"('news', 'str')",1
3261,"('str', 'mobile')",1
3262,"('free', 'plus')",1
3263,"('text', 'sport')",1
3264,"('sport', '<num>')",1
3265,"('<num>', 'wwwgetzedcouk')",1
3266,"('wwwgetzedcouk', '<num>')",1
3267,"('norm', '<num>txt<num>purgent')",1
3268,"('<num>txt<num>purgent', 'urgent')",1
3269,"('urgent', 'free')",1
3270,"('free', 'flight')",1
3271,"('flight', 'europe')",1
3272,"('europe', 'give')",1
3273,"('away', 'call')",1
3274,"('call', 'sept')",1
3275,"('sept', 'take')",1
3276,"('take', 'friend')",1
3277,"('friend', 'free')",1
3278,"('call', 'claim')",3
3279,"('<num>', 'ba<num>nnfwfly<num>ppm<num>')",1
3280,"('ba<num>nnfwfly<num>ppm<num>', 'lost')",1
3281,"('lost', 'helpfreeman')",1
3282,"('helpfreeman', 'fancy')",1
3283,"('fancy', 'flirt')",1
3284,"('flirt', 'reply')",1
3285,"('date', 'join')",1
3286,"('join', 'fastest')",2
3287,"('fastest', 'growing')",2
3288,"('growing', 'mobile')",1
3289,"('mobile', 'dating')",1
3290,"('service', 'mug')",1
3291,"('mug', 'rcd')",1
3292,"('rcd', 'output')",1
3293,"('reply', 'dategreat')",1
3294,"('dategreat', 'new')",1
3295,"('new', 'offer')",2
3296,"('offer', 'double')",2
3297,"('text', 'best')",2
3298,"('best', 'orange')",2
3299,"('orange', 'tariff')",6
3300,"('tariff', 'get')",2
3301,"('mobileupd<num>', 'free')",2
3302,"('<num>', '<num>stoptxthope')",1
3303,"('<num>stoptxthope', 'enjoyed')",1
3304,"('provided', 'tones<num>youcoukday')",1
3305,"('tones<num>youcoukday', 'euro<num>')",1
3306,"('stop', '<num>urgent')",1
3307,"('<num>urgent', 'please')",1
3308,"('landline', '£<num>')",3
3309,"('cash', 'luxury')",2
3310,"('luxury', 'canary')",2
3311,"('canary', 'island')",2
3312,"('island', 'holiday')",2
3313,"('holiday', 'await')",3
3314,"('see', 'award')",1
3315,"('award', '<num>m<num>aq')",1
3316,"('<num>m<num>aq', 'ppmurgent')",1
3317,"('ppmurgent', 'please')",1
3318,"('complimentary', 'lux')",1
3319,"('lux', 'costa')",1
3320,"('see', 'james')",1
3321,"('james', 'errknow')",1
3322,"('errknow', 'know')",1
3323,"('len', 'yearmarried')",1
3324,"('yearmarried', 'local')",1
3325,"('local', 'woman')",1
3326,"('woman', 'looking')",1
3327,"('looking', 'discreet')",1
3328,"('discreet', 'action')",1
3329,"('action', 'real')",1
3330,"('real', 'match')",1
3331,"('match', 'instantly')",1
3332,"('instantly', 'phone')",1
3333,"('phone', 'text')",2
3334,"('text', 'match')",1
3335,"('match', '<num>')",1
3336,"('<num>', 'mag')",1
3337,"('mag', 'cost')",1
3338,"('cost', 'stop')",1
3339,"('stop', 'bcmsfwc<num>n<num>xxburger')",1
3340,"('bcmsfwc<num>n<num>xxburger', 'king')",1
3341,"('king', 'wanna')",1
3342,"('wanna', 'play')",1
3343,"('play', 'footy')",1
3344,"('footy', 'top')",1
3345,"('top', 'stadium')",1
3346,"('stadium', 'get')",1
3347,"('get', 'burger')",1
3348,"('burger', 'king')",1
3349,"('king', 'sept')",1
3350,"('sept', 'large')",1
3351,"('large', 'super')",1
3352,"('super', 'cocoa')",1
3353,"('cocoa', 'walk')",1
3354,"('walk', 'winnercome')",1
3355,"('winnercome', 'take')",1
3356,"('take', 'little')",1
3357,"('little', 'time')",1
3358,"('time', 'child')",1
3359,"('child', 'afraid')",1
3360,"('afraid', 'dark')",1
3361,"('dark', 'become')",1
3362,"('become', 'teenager')",1
3363,"('teenager', 'want')",1
3364,"('want', 'stay')",1
3365,"('stay', 'nightchance')",1
3366,"('nightchance', 'win')",1
3367,"('<num>', '<num>x<num>pwkbin')",1
3368,"('<num>x<num>pwkbin', 'awarded')",1
3369,"('awarded', 'play')",1
3370,"('play', 'instant')",1
3371,"('instant', 'cash')",1
3372,"('cash', 'call')",1
3373,"('claim', 'every')",1
3374,"('every', 'eth')",1
3375,"('eth', 'player')",1
3376,"('player', 'win')",1
3377,"('win', 'min')",1
3378,"('min', '£<num>£<num>')",1
3379,"('£<num>£<num>', 'output')",1
3380,"('output', '<num>freemsgfav')",1
3381,"('<num>freemsgfav', 'xmas')",1
3382,"('xmas', 'tonesreply')",1
3383,"('tonesreply', 'realdecember')",1
3384,"('realdecember', 'mobile')",1
3385,"('free', '<num>gre')",1
3386,"('<num>gre', 'poly')",1
3387,"('poly', 'tone')",2
3388,"('mob', 'direct')",1
3389,"('direct', 'reply')",1
3390,"('poly', 'title')",1
3391,"('poly', 'breathe')",1
3392,"('breathe', 'title')",1
3393,"('title', 'crazy')",1
3394,"('crazy', 'sleepingwith')",1
3395,"('sleepingwith', 'finest')",1
3396,"('finest', 'mac')",1
3397,"('mac', 'getzedcouk')",1
3398,"('getzedcouk', 'pobox<num>o<num>w<num>wqinterflow')",1
3399,"('pobox<num>o<num>w<num>wqinterflow', 'late')",1
3400,"('late', 'order')",1
3401,"('order', 'interflow')",1
3402,"('interflow', 'flower')",1
3403,"('flower', 'christmas')",1
3404,"('christmas', 'call')",1
3405,"('<num>', 'place')",1
3406,"('place', 'order')",1
3407,"('order', 'midnight')",1
3408,"('midnight', 'tomorrowromcapspam')",1
3409,"('tomorrowromcapspam', 'everyone')",1
3410,"('everyone', 'around')",1
3411,"('around', 'responding')",1
3412,"('responding', 'well')",1
3413,"('well', 'presence')",1
3414,"('presence', 'since')",1
3415,"('since', 'warm')",1
3416,"('warm', 'outgoing')",1
3417,"('outgoing', 'bringing')",1
3418,"('bringing', 'real')",1
3419,"('real', 'breath')",1
3420,"('breath', 'sunshinecongratulation')",1
3421,"('sunshinecongratulation', 'thanks')",1
3422,"('minute', 'btnationalratesend')",1
3423,"('btnationalratesend', 'logo')",1
3424,"('pobox<num>w<num>wq', 'tototit')",1
3425,"('tototit', 'euro<num>')",1
3426,"('euro<num>', 'cup')",2
3427,"('final', '£<num>')",2
3428,"('cash', 'collect')",2
3429,"('b<num>', 'box')",2
3430,"('box', '<num>ppmfreemessage')",1
3431,"('<num>ppmfreemessage', 'jamsterget')",1
3432,"('jamsterget', 'crazy')",1
3433,"('crazy', 'frog')",1
3434,"('frog', 'sound')",1
3435,"('sound', 'poly')",1
3436,"('text', 'made')",2
3437,"('made', 'real')",1
3438,"('real', 'text')",1
3439,"('made', '<num>')",1
3440,"('<num>', 'crazy')",1
3441,"('crazy', 'sound')",1
3442,"('sound', 'week')",1
3443,"('week', 'applychance')",1
3444,"('applychance', 'reality')",1
3445,"('reality', 'fantasy')",2
3446,"('fantasy', 'show')",2
3447,"('show', 'call')",2
3448,"('rate', 'calladult')",1
3449,"('calladult', 'content')",1
3450,"('content', 'video')",1
3451,"('video', 'shortlychance')",1
3452,"('shortlychance', 'reality')",1
3453,"('rate', 'callhey')",1
3454,"('callhey', 'boy')",1
3455,"('boy', 'want')",1
3456,"('want', 'hot')",1
3457,"('hot', 'xxx')",1
3458,"('pic', 'sent')",1
3459,"('direct', 'phone')",1
3460,"('text', 'porn')",2
3461,"('porn', '<num>')",2
3462,"('free', 'per')",1
3463,"('day', 'stop')",2
3464,"('text', 'stock')",1
3465,"('stock', 'wc<num>n<num>xxlast')",1
3466,"('wc<num>n<num>xxlast', 'chance')",1
3467,"('£<num>', 'subpatent')",1
3468,"('subpatent', 'double')",1
3469,"('tariff', 'latest')",2
3470,"('nokia', 'bluetooth')",2
3471,"('bluetooth', 'free')",2
3472,"('<num>', 'call<num>optoutyhlcasablanca')",1
3473,"('call<num>optoutyhlcasablanca', 'currently')",1
3474,"('<num>', 'twourgent')",1
3475,"('twourgent', 'mobile')",1
3476,"('<num>', 'validsorry')",1
3477,"('validsorry', 'unsubscribe')",1
3478,"('unsubscribe', 'yet')",1
3479,"('yet', 'mob')",1
3480,"('mob', 'offer')",1
3481,"('offer', 'package')",1
3482,"('package', 'min')",1
3483,"('min', 'term')",1
3484,"('term', 'week')",1
3485,"('week', 'plus')",1
3486,"('plus', 'resubmit')",1
3487,"('resubmit', 'request')",1
3488,"('request', 'expiry')",1
3489,"('expiry', 'reply')",1
3490,"('reply', 'help')",1
3491,"('help', 'infonew')",1
3492,"('infonew', 'message')",1
3493,"('call', '<num>currently')",1
3494,"('<num>currently', 'message')",1
3495,"('message', 'awaiting')",1
3496,"('awaiting', 'collection')",3
3497,"('collection', 'collect')",1
3498,"('collect', 'message')",1
3499,"('message', 'call')",2
3500,"('call', '<num>secret')",1
3501,"('care', '<num>ever')",1
3502,"('<num>ever', 'notice')",1
3503,"('notice', 'driving')",1
3504,"('driving', 'anyone')",1
3505,"('anyone', 'going')",1
3506,"('going', 'slower')",1
3507,"('slower', 'idiot')",1
3508,"('idiot', 'everyone')",1
3509,"('everyone', 'driving')",1
3510,"('driving', 'faster')",1
3511,"('faster', 'maniacxmas')",1
3512,"('maniacxmas', 'offer')",1
3513,"('<num>', 'call<num>optout<num>qf<num>reply')",1
3514,"('call<num>optout<num>qf<num>reply', 'win')",1
3515,"('weekly', 'professional')",1
3516,"('professional', 'sport')",1
3517,"('sport', 'tiger')",1
3518,"('tiger', 'wood')",1
3519,"('wood', 'play')",1
3520,"('end', 'servicepolyphonic')",1
3521,"('servicepolyphonic', 'tone')",1
3522,"('reply', 'infohot')",1
3523,"('infohot', 'live')",1
3524,"('rate', 'callmessage')",1
3525,"('callmessage', 'free')",1
3526,"('free', 'welcome')",2
3527,"('welcome', 'new')",2
3528,"('new', 'improved')",2
3529,"('improved', 'sex')",2
3530,"('sex', 'dogging')",2
3531,"('dogging', 'club')",2
3532,"('club', 'unsubscribe')",2
3533,"('unsubscribe', 'service')",2
3534,"('service', 'reply')",2
3535,"('stop', 'msgs<num>ptit')",1
3536,"('msgs<num>ptit', 'euro<num>')",1
3537,"('box', '<num>ppmloan')",1
3538,"('<num>ppmloan', 'purpose')",1
3539,"('back', 'helpupdated')",1
3540,"('helpupdated', 'month')",1
3541,"('month', 'half')",1
3542,"('rental', '<num>minscall')",1
3543,"('<num>minscall', 'mobileupd<num>')",1
3544,"('<num>', 'call<num>optoutj<num>qfree')",1
3545,"('call<num>optoutj<num>qfree', 'unlimited')",1
3546,"('unlimited', 'hardcore')",1
3547,"('hardcore', 'porn')",1
3548,"('porn', 'direct')",1
3549,"('access', 'chrgd<num>p')",1
3550,"('chrgd<num>p', 'per')",1
3551,"('stop', 'exit')",1
3552,"('exit', 'mag')",1
3553,"('mag', 'freefastener')",1
3554,"('freefastener', 'quiz')",1
3555,"('cash', 'wkent<num>p<num>unsubscribed')",1
3556,"('wkent<num>p<num>unsubscribed', 'service')",1
3557,"('service', 'get')",1
3558,"('get', 'ton')",1
3559,"('ton', 'sexy')",1
3560,"('sexy', 'babe')",1
3561,"('babe', 'hunk')",1
3562,"('hunk', 'straight')",1
3563,"('phone', 'httpgotbabescouk')",1
3564,"('httpgotbabescouk', 'subscriptionbabe')",1
3565,"('subscriptionbabe', 'jordan')",1
3566,"('jordan', 'home')",1
3567,"('home', 'abroad')",1
3568,"('abroad', 'lonely')",1
3569,"('lonely', 'text')",1
3570,"('back', 'wanna')",1
3571,"('chat', 'xxx')",1
3572,"('xxx', 'visionsmscom')",1
3573,"('visionsmscom', 'text')",2
3574,"('stop', 'topmost')",1
3575,"('topmost', '<num>get')",1
3576,"('<num>get', 'brand')",1
3577,"('mobile', 'phone')",2
3578,"('phone', 'agent')",1
3579,"('agent', 'mob')",1
3580,"('mob', 'plus')",1
3581,"('plus', 'load')",1
3582,"('load', 'goody')",1
3583,"('goody', 'info')",1
3584,"('info', 'text')",2
3585,"('text', 'mat')",1
3586,"('mat', '<num>lord')",1
3587,"('<num>lord', 'ringsreturn')",1
3588,"('ringsreturn', 'king')",1
3589,"('king', 'store')",1
3590,"('store', 'reply')",1
3591,"('reply', 'lot')",1
3592,"('lot', 'june')",1
3593,"('june', 'chance')",1
3594,"('win', 'lot')",1
3595,"('lot', 'soundtrack')",1
3596,"('soundtrack', 'stdtxtrate')",1
3597,"('stdtxtrate', 'reply')",1
3598,"('stop', 'end')",2
3599,"('end', 'titgood')",1
3600,"('titgood', 'luck')",1
3601,"('luck', 'draw')",1
3602,"('draw', 'take')",1
3603,"('take', 'place')",1
3604,"('place', 'feb')",1
3605,"('feb', 'good')",1
3606,"('luck', 'removal')",1
3607,"('removal', 'send')",2
3608,"('service', '<num>free')",1
3609,"('<num>', 'detailfree')",1
3610,"('detailfree', 'gre')",1
3611,"('tone', 'str')",1
3612,"('str', 'text')",1
3613,"('<num>', 'classic')",1
3614,"('classic', 'nokia')",1
3615,"('tone', 'hit')",1
3616,"('hit', '<num>')",1
3617,"('<num>', 'polys')",1
3618,"('polys', 'nokia<num>p')",1
3619,"('nokia<num>p', 'polyplocate')",1
3620,"('polyplocate', 'thanks')",1
3621,"('thanks', 'purchase')",1
3622,"('purchase', 'video')",1
3623,"('video', 'clip')",1
3624,"('clip', 'locate')",1
3625,"('locate', 'charged')",1
3626,"('charged', 'think')",1
3627,"('think', 'better')",1
3628,"('better', 'send')",1
3629,"('send', 'video')",1
3630,"('video', '<num>sexy')",1
3631,"('<num>sexy', 'sexy')",1
3632,"('sexy', 'cum')",1
3633,"('cum', 'text')",1
3634,"('text', 'wet')",1
3635,"('wet', 'warm')",1
3636,"('warm', 'ready')",1
3637,"('ready', 'porn')",1
3638,"('porn', 'fun')",1
3639,"('fun', 'mag')",1
3640,"('free', 'recd')",1
3641,"('recd', 'mug')",1
3642,"('mug', 'inc')",1
3643,"('inc', 'vat')",1
3644,"('vat', 'cancel')",1
3645,"('cancel', 'text')",1
3646,"('text', 'stophard')",1
3647,"('stophard', 'live')",1
3648,"('vul', 'bcm<num>wc<num>n<num>xxheard')",1
3649,"('bcm<num>wc<num>n<num>xxheard', 'call')",1
3650,"('sam', 'xxxtime')",1
3651,"('xxxtime', 'tried')",1
3652,"('<num>', 'ppmhot')",1
3653,"('ppmhot', 'live')",1
3654,"('cry', '<num>kdear')",1
3655,"('<num>kdear', 'voucher')",1
3656,"('please', 'httpwwwetlpcoukreward')",1
3657,"('httpwwwetlpcoukreward', 'tic')",1
3658,"('tic', 'applygoing')",1
3659,"('applygoing', 'bahamas')",1
3660,"('text', '<num>time')",1
3661,"('<num>time', 'tried')",1
3662,"('min', 'btnationalrateawarded')",1
3663,"('btnationalrateawarded', 'city')",1
3664,"('store', '<num>skilgmetscs<num>winawkage<num>£<num>perwksuburgent')",1
3665,"('<num>skilgmetscs<num>winawkage<num>£<num>perwksuburgent', 'trying')",1
3666,"('claim', 'validthanks')",1
3667,"('validthanks', 'ringtone')",1
3668,"('reference', 'number')",3
3669,"('number', 'xxx')",2
3670,"('xxx', 'mobile')",2
3671,"('charged', 'tone')",3
3672,"('service', '<num>six')",1
3673,"('reply', 'infocasablanca')",1
3674,"('infocasablanca', 'currently')",1
3675,"('send', 'collect')",1
3676,"('<num>', 'twocongratulation')",1
3677,"('twocongratulation', 'thanks')",1
3678,"('minute', 'btnationalrate<num>')",1
3679,"('btnationalrate<num>', 'want')",1
3680,"('want', 'new')",1
3681,"('<num>i', 'colour')",5
3682,"('colour', 'phone')",5
3683,"('phone', 'deliveredtomorrow')",3
3684,"('deliveredtomorrow', 'free')",3
3685,"('free', 'minute')",6
3686,"('minute', 'mobile')",5
3687,"('text', 'free')",7
3688,"('call', '<num>someone')",1
3689,"('<num>someone', 'know')",1
3690,"('revealed', 'box')",2
3691,"('box', 'ls<num>hbcamera')",1
3692,"('ls<num>hbcamera', 'awarded')",1
3693,"('awarded', 'six')",4
3694,"('<num>', 'fromm')",4
3695,"('fromm', 'landline')",4
3696,"('within', 'daytoday')",1
3697,"('daytoday', 'soda')",1
3698,"('rate', 'appmessage')",1
3699,"('appmessage', 'free')",1
3700,"('stop', 'msgs<num>pact')",1
3701,"('msgs<num>pact', 'adrian')",1
3702,"('adrian', 'text')",1
3703,"('text', 'rod')",1
3704,"('rod', 'vaticanfree')",1
3705,"('vaticanfree', 'message')",1
3706,"('visit', 'www<num>comcontacted')",1
3707,"('www<num>comcontacted', 'dating')",1
3708,"('service', 'someone')",3
3709,"('know', 'find')",3
3710,"('call', 'land')",2
3711,"('<num>', 'pobox<num>w<num>tg<num>psorry')",1
3712,"('pobox<num>w<num>tg<num>psorry', 'missed')",1
3713,"('missed', 'call')",1
3714,"('call', 'let')",1
3715,"('let', 'talk')",1
3716,"('talk', 'time')",3
3717,"('time', '<num>complimentary')",1
3718,"('<num>complimentary', 'star')",1
3719,"('star', 'ibiza')",1
3720,"('cash', 'need')",1
3721,"('need', 'urgent')",1
3722,"('urgent', 'collection')",1
3723,"('collection', '<num>')",1
3724,"('landline', 'lose')",1
3725,"('lose', 'box<num>sk<num>wp<num>ppm<num>free')",1
3726,"('box<num>sk<num>wp<num>ppm<num>free', 'mage')",1
3727,"('mage', 'billed')",1
3728,"('billed', 'mobile')",1
3729,"('number', 'mistake')",1
3730,"('mistake', 'shortcake')",1
3731,"('shortcake', '<num>please')",1
3732,"('<num>', 'charge')",1
3733,"('charge', 'refundedthis')",1
3734,"('refundedthis', 'call')",1
3735,"('free', 'landlineplease')",1
3736,"('landlineplease', 'call')",1
3737,"('message', 'waitingurgent')",1
3738,"('waitingurgent', 'mobile')",1
3739,"('line', 'validvalued')",1
3740,"('validvalued', 'customer')",1
3741,"('call', '<num>want')",2
3742,"('<num>want', 'new')",3
3743,"('call', '<num>life')",1
3744,"('<num>life', 'never')",1
3745,"('never', 'much')",1
3746,"('much', 'fun')",1
3747,"('fun', 'great')",1
3748,"('great', 'came')",1
3749,"('came', 'made')",1
3750,"('made', 'truly')",1
3751,"('truly', 'special')",1
3752,"('special', 'forget')",1
3753,"('forget', 'enjoy')",1
3754,"('one', 'glasswant')",1
3755,"('glasswant', 'new')",1
3756,"('mind', 'inclusive')",1
3757,"('inclusive', 'video')",1
3758,"('video', 'call')",1
3759,"('call', 'downloads')",1
3760,"('downloads', 'per')",1
3761,"('free', 'tomorrow')",1
3762,"('tomorrow', 'call')",1
3763,"('<num>', 'replyvalued')",1
3764,"('replyvalued', 'customer')",1
3765,"('call', '<num>welcome')",1
3766,"('<num>welcome', 'please')",1
3767,"('please', 'reply')",1
3768,"('reply', 'age')",1
3769,"('age', 'gender')",1
3770,"('gender', 'begin')",1
3771,"('begin', 'legfreeman')",1
3772,"('legfreeman', 'month')",1
3773,"('month', 'unlimited')",1
3774,"('unlimited', 'free')",1
3775,"('call', 'activate')",1
3776,"('activate', 'marshall')",1
3777,"('marshall', 'text')",1
3778,"('<num>', 'subscriptn<num>gbpwk')",1
3779,"('subscriptn<num>gbpwk', 'unlimited')",1
3780,"('unlimited', 'call')",1
3781,"('call', 'help')",1
3782,"('stop', 'landlineonlymobile')",1
3783,"('landlineonlymobile', 'myth')",1
3784,"('myth', 'update')",2
3785,"('orange', 'cameravideo')",1
3786,"('cameravideo', 'phone')",2
3787,"('free', 'save')",1
3788,"('save', 'free')",1
3789,"('free', 'textsweekend')",1
3790,"('textsweekend', 'call')",1
3791,"('call', 'text')",1
3792,"('yes', 'callback')",3
3793,"('callback', 'porno')",1
3794,"('porno', 'optnew')",1
3795,"('optnew', 'club')",1
3796,"('club', 'done')",1
3797,"('done', 'fink')",1
3798,"('fink', 'met')",1
3799,"('met', 'yet')",1
3800,"('yet', 'gre')",1
3801,"('gre', 'please')",1
3802,"('please', 'leave')",1
3803,"('day', 'win')",1
3804,"('win', 'area')",1
3805,"('area', '<num>')",2
3806,"('reply', 'promised')",1
3807,"('promised', 'charlie')",1
3808,"('charlie', 'calls£<num>minmobsmore')",1
3809,"('calls£<num>minmobsmore', 'lkpobox<num>hp<num>flcamera')",1
3810,"('lkpobox<num>hp<num>flcamera', 'awarded')",1
3811,"('within', 'dayget')",1
3812,"('dayget', 'free')",1
3813,"('free', 'mobile')",2
3814,"('mobile', 'video')",1
3815,"('video', 'player')",1
3816,"('player', 'free')",1
3817,"('free', 'movie')",1
3818,"('movie', 'collect')",1
3819,"('collect', 'text')",1
3820,"('free', 'extra')",1
3821,"('extra', 'film')",1
3822,"('film', 'ordered')",1
3823,"('ordered', 'applysave')",1
3824,"('applysave', 'money')",1
3825,"('money', 'wedding')",1
3826,"('wedding', 'lingerie')",1
3827,"('lingerie', 'wwwbridalpetticoatdreamscouk')",1
3828,"('wwwbridalpetticoatdreamscouk', 'choose')",1
3829,"('choose', 'superb')",1
3830,"('superb', 'selection')",1
3831,"('selection', 'national')",1
3832,"('national', 'delivery')",1
3833,"('delivery', 'brought')",1
3834,"('brought', 'weddingfriendheard')",1
3835,"('weddingfriendheard', 'call')",1
3836,"('call', 'night')",1
3837,"('night', 'knickers')",1
3838,"('knickers', 'make')",1
3839,"('make', 'beg')",1
3840,"('beg', 'like')",1
3841,"('like', 'last')",1
3842,"('last', 'time')",1
3843,"('<num>', 'xxx')",1
3844,"('xxx', 'lug')",1
3845,"('lug', 'nikiyu<num>netbloomer')",1
3846,"('nikiyu<num>netbloomer', 'message')",1
3847,"('message', 'center')",2
3848,"('center', '<num>')",2
3849,"('<num>', 'wait')",2
3850,"('wait', 'apply')",2
3851,"('apply', 'future')",2
3852,"('future', 'httpcareers')",2
3853,"('httpcareers', 'bloombergcomurgent')",1
3854,"('bloombergcomurgent', 'trying')",1
3855,"('claim', 'valid<num>hrswant')",1
3856,"('valid<num>hrswant', 'new')",1
3857,"('text', 'five')",1
3858,"('delivery', 'tomorrowcontacted')",1
3859,"('tomorrowcontacted', 'dating')",1
3860,"('<num>', 'pobox<num>w<num>tg<num>pwant')",1
3861,"('pobox<num>w<num>tg<num>pwant', 'win')",1
3862,"('win', 'meetgreet')",2
3863,"('meetgreet', 'wildlife')",2
3864,"('wildlife', 'currently')",2
3865,"('currently', 'tour')",2
3866,"('tour', 'unbreakable')",2
3867,"('unbreakable', 'untamed')",2
3868,"('untamed', 'unkempt')",2
3869,"('unkempt', 'text')",2
3870,"('cost', 'std')",3
3871,"('std', 'textdorothykiefercom')",1
3872,"('textdorothykiefercom', 'bank')",1
3873,"('bank', 'granite')",1
3874,"('granite', 'issue')",2
3875,"('issue', 'strongly')",2
3876,"('strongly', 'explosive')",2
3877,"('explosive', 'pick')",2
3878,"('pick', 'member')",2
3879,"('member', 'nassau')",2
3880,"('nassau', 'symbol')",2
3881,"('symbol', 'per£<num>')",1
3882,"('per£<num>', 'winner')",1
3883,"('winner', 'guaranteed')",1
3884,"('guaranteed', 'caller')",1
3885,"('prize', 'final')",1
3886,"('contact', 'claim')",1
3887,"('<num>', '<num>ppmpobox<num>bhamb<num>xexmas')",1
3888,"('<num>ppmpobox<num>bhamb<num>xexmas', 'new')",1
3889,"('year', 'eve')",1
3890,"('eve', 'ticket')",1
3891,"('ticket', 'sale')",1
3892,"('sale', 'club')",1
3893,"('club', 'day')",1
3894,"('day', 'till')",1
3895,"('till', 'thurs')",1
3896,"('thurs', 'fri')",1
3897,"('fri', 'sat')",1
3898,"('sat', 'night')",1
3899,"('night', 'week')",1
3900,"('week', 'selling')",1
3901,"('selling', 'fastrock')",1
3902,"('fastrock', 'chip')",1
3903,"('chip', 'get')",1
3904,"('get', 'filthy')",1
3905,"('filthy', 'film')",1
3906,"('film', 'xxx')",1
3907,"('pic', 'phone')",1
3908,"('phone', 'reply')",1
3909,"('reply', 'filth')",1
3910,"('filth', '<num>')",1
3911,"('<num>', 'arista')",1
3912,"('arista', 'ltd')",1
3913,"('ltd', 'end')",1
3914,"('end', '<num>')",1
3915,"('stop', 'cancelnext')",1
3916,"('cancelnext', 'month')",1
3917,"('month', 'get')",1
3918,"('get', 'unto')",1
3919,"('unto', 'call')",1
3920,"('call', 'standard')",1
3921,"('standard', 'network')",1
3922,"('network', 'charge')",1
3923,"('charge', 'activate')",1
3924,"('activate', 'call')",1
3925,"('<num>', 'irene')",1
3926,"('irene', '<num>st<num>terms')",1
3927,"('<num>st<num>terms', 'pobox<num>')",1
3928,"('pobox<num>', 'luz')",1
3929,"('luz', 'cost')",1
3930,"('cost', '£<num>')",2
3931,"('£<num>', 'min')",1
3932,"('min', 'mobutuurgent')",1
3933,"('mobutuurgent', 'trying')",1
3934,"('claim', 'jan')",1
3935,"('jan', 'box<num>c<num>pmtext')",1
3936,"('box<num>c<num>pmtext', 'banned')",1
3937,"('banned', '<num>')",1
3938,"('see', 'cost')",1
3939,"('gaga', 'xxxauction')",1
3940,"('xxxauction', 'round')",1
3941,"('round', 'highest')",1
3942,"('highest', 'bid')",1
3943,"('bid', 'next')",1
3944,"('next', 'maximum')",1
3945,"('maximum', 'bid')",1
3946,"('bid', 'bid')",2
3947,"('bid', 'send')",1
3948,"('send', 'bid')",1
3949,"('bid', '<num>')",1
3950,"('good', 'luckcollect')",1
3951,"('luckcollect', 'valentine')",1
3952,"('valentine', 'weekend')",1
3953,"('weekend', 'paris')",1
3954,"('paris', 'inc')",1
3955,"('inc', 'flight')",1
3956,"('flight', 'hotel')",1
3957,"('hotel', '£<num>')",1
3958,"('guaranteed', 'text')",1
3959,"('text', 'paris')",1
3960,"('paris', '<num>')",1
3961,"('<num>', 'wwwrtfsphostingcomcustomer')",1
3962,"('wwwrtfsphostingcomcustomer', 'loyalty')",1
3963,"('text', '<num>pmtmsgbelieve')",1
3964,"('<num>pmtmsgbelieve', 'true')",1
3965,"('true', 'incredible')",2
3966,"('incredible', 'tit')",2
3967,"('tit', 'reply')",2
3968,"('reply', 'learn')",2
3969,"('learn', 'truly')",2
3970,"('truly', 'amazing')",2
3971,"('amazing', 'thing')",2
