,trigrams,count
661,"('thought', 'get', 'tired')",1
662,"('get', 'tired', 'little')",1
663,"('tired', 'little', 'thing')",1
664,"('little', 'thing', 'lovable')",1
665,"('thing', 'lovable', 'person')",1
666,"('lovable', 'person', 'cozsomtimes')",1
667,"('person', 'cozsomtimes', 'little')",1
668,"('cozsomtimes', 'little', 'thing')",1
669,"('little', 'thing', 'occupy')",1
670,"('thing', 'occupy', 'biggest')",1
671,"('occupy', 'biggest', 'part')",1
672,"('biggest', 'part', 'heart')",1
673,"('part', 'heart', 'god')",1
674,"('heart', 'god', 'nilknow')",1
675,"('god', 'nilknow', 'plus')",1
676,"('nilknow', 'plus', 'open')",1
677,"('plus', 'open', 'backyes')",1
678,"('open', 'backyes', 'see')",1
679,"('backyes', 'see', 'dotwhats')",1
680,"('see', 'dotwhats', 'staff')",1
681,"('dotwhats', 'staff', 'name')",1
682,"('staff', 'name', 'taking')",1
683,"('name', 'taking', 'classummmawill')",1
684,"('taking', 'classummmawill', 'call')",1
685,"('classummmawill', 'call', 'check')",1
686,"('call', 'check', 'incur')",1
687,"('check', 'incur', 'life')",1
688,"('incur', 'life', 'begin')",1
689,"('life', 'begin', 'qatar')",1
690,"('begin', 'qatar', 'plus')",1
691,"('qatar', 'plus', 'pray')",1
692,"('plus', 'pray', 'harddeleted')",1
693,"('pray', 'harddeleted', 'contacthindu')",1
694,"('harddeleted', 'contacthindu', 'got')",1
695,"('contacthindu', 'got', 'job')",1
696,"('got', 'job', 'birls')",1
697,"('job', 'birls', 'softwine')",1
698,"('birls', 'softwine', 'flowing')",1
699,"('softwine', 'flowing', 'severingyup')",1
700,"('flowing', 'severingyup', 'cine')",1
701,"('severingyup', 'cine', 'better')",1
702,"('cine', 'better', 'need')",1
703,"('better', 'need', 'plaza')",1
704,"('need', 'plaza', 'maytypical')",1
705,"('plaza', 'maytypical', 'replyper')",1
706,"('maytypical', 'replyper', 'request')",1
707,"('replyper', 'request', 'smell')",1
708,"('copy', 'friend', 'callertuneeverywhere')",1
709,"('friend', 'callertuneeverywhere', 'dirt')",1
710,"('callertuneeverywhere', 'dirt', 'floor')",1
711,"('dirt', 'floor', 'window')",1
712,"('floor', 'window', 'even')",1
713,"('window', 'even', 'shirt')",1
714,"('even', 'shirt', 'sometimes')",1
715,"('shirt', 'sometimes', 'open')",1
716,"('sometimes', 'open', 'mouth')",1
717,"('open', 'mouth', 'come')",1
718,"('mouth', 'come', 'flowing')",1
719,"('come', 'flowing', 'dream')",1
720,"('flowing', 'dream', 'world')",1
721,"('dream', 'world', 'without')",1
722,"('world', 'without', 'half')",1
723,"('without', 'half', 'chore')",1
724,"('half', 'chore', 'time')",1
725,"('chore', 'time', 'joy')",1
726,"('time', 'joy', 'lot')",1
727,"('joy', 'lot', 'show')",1
728,"('lot', 'show', 'ill')",1
729,"('show', 'ill', 'see')",1
730,"('ill', 'see', 'guess')",1
731,"('see', 'guess', 'like')",1
732,"('guess', 'like', 'thing')",1
733,"('like', 'thing', 'must')",1
734,"('thing', 'must', 'exist')",1
735,"('must', 'exist', 'like')",1
736,"('exist', 'like', 'rain')",1
737,"('like', 'rain', 'hail')",1
738,"('rain', 'hail', 'mist')",1
739,"('hail', 'mist', 'time')",1
740,"('mist', 'time', 'done')",1
741,"('time', 'done', 'become')",1
742,"('done', 'become', 'oneaaooooright')",1
743,"('become', 'oneaaooooright', 'workleaving')",1
744,"('oneaaooooright', 'workleaving', 'househello')",1
745,"('workleaving', 'househello', 'love')",1
746,"('househello', 'love', 'get')",1
747,"('love', 'get', 'interview')",1
748,"('get', 'interview', 'today')",1
749,"('interview', 'today', 'happy')",1
750,"('today', 'happy', 'good')",1
751,"('happy', 'good', 'boy')",1
752,"('good', 'boy', 'think')",1
753,"('boy', 'think', 'mere')",1
754,"('think', 'mere', 'missingkeep')",1
755,"('mere', 'missingkeep', 'safe')",1
756,"('missingkeep', 'safe', 'need')",1
757,"('safe', 'need', 'miss')",1
758,"('need', 'miss', 'already')",1
759,"('miss', 'already', 'envy')",1
760,"('already', 'envy', 'everyone')",1
761,"('envy', 'everyone', 'see')",1
762,"('everyone', 'see', 'real')",1
763,"('see', 'real', 'lifenew')",1
764,"('real', 'lifenew', 'car')",1
765,"('lifenew', 'car', 'house')",1
766,"('car', 'house', 'parent')",1
767,"('house', 'parent', 'new')",1
768,"('parent', 'new', 'job')",1
769,"('new', 'job', 'handlove')",1
770,"('job', 'handlove', 'excited')",1
771,"('handlove', 'excited', 'day')",1
772,"('excited', 'day', 'spend')",1
773,"('day', 'spend', 'make')",1
774,"('spend', 'make', 'happyplace')",1
775,"('make', 'happyplace', 'point')",1
776,"('happyplace', 'point', 'culture')",1
777,"('point', 'culture', 'module')",1
778,"('culture', 'module', 'alreadyfind')",1
779,"('module', 'alreadyfind', 'best')",1
780,"('alreadyfind', 'best', 'way')",1
781,"('best', 'way', 'avoid')",1
782,"('way', 'avoid', 'misunderstanding')",1
783,"('avoid', 'misunderstanding', 'wit')",1
784,"('misunderstanding', 'wit', 'beloved')",1
785,"('wit', 'beloved', 'onegreat')",1
786,"('beloved', 'onegreat', 'escape')",1
787,"('onegreat', 'escape', 'fancy')",1
788,"('escape', 'fancy', 'bridge')",1
789,"('fancy', 'bridge', 'need')",1
790,"('bridge', 'need', 'lager')",1
791,"('need', 'lager', 'seeyes')",1
792,"('lager', 'seeyes', 'completely')",1
793,"('seeyes', 'completely', 'formulary')",1
794,"('completely', 'formulary', 'also')",2
795,"('formulary', 'also', 'utter')",2
796,"('also', 'utter', 'wastesir')",1
797,"('utter', 'wastesir', 'need')",1
798,"('wastesir', 'need', 'axis')",1
799,"('need', 'axis', 'bank')",1
800,"('axis', 'bank', 'account')",1
801,"('bank', 'account', 'bank')",1
802,"('account', 'bank', 'addresshmm')",1
803,"('bank', 'addresshmm', 'sure')",1
804,"('addresshmm', 'sure', 'got')",1
805,"('sure', 'got', 'time')",1
806,"('got', 'time', 'hop')",1
807,"('time', 'hop', 'ard')",1
808,"('hop', 'ard', 'free')",1
809,"('ard', 'free', 'mhz')",1
810,"('free', 'mhz', 'call')",1
811,"('mhz', 'call', 'discus')",1
812,"('call', 'discus', 'liaotime')",1
813,"('discus', 'liaotime', 'coming')",1
814,"('liaotime', 'coming', 'laterbloody')",1
815,"('coming', 'laterbloody', 'hell')",1
816,"('laterbloody', 'hell', 'cant')",1
817,"('hell', 'cant', 'believe')",1
818,"('cant', 'believe', 'forgot')",1
819,"('believe', 'forgot', 'surname')",1
820,"('forgot', 'surname', 'ill')",1
821,"('surname', 'ill', 'give')",1
822,"('ill', 'give', 'clue')",1
823,"('give', 'clue', 'spanish')",1
824,"('clue', 'spanish', 'beginwell')",1
825,"('spanish', 'beginwell', 'gonna')",1
826,"('beginwell', 'gonna', 'finish')",1
827,"('gonna', 'finish', 'bath')",1
828,"('finish', 'bath', 'goodwin')",1
829,"('bath', 'goodwin', 'nightlet')",1
830,"('goodwin', 'nightlet', 'know')",1
831,"('nightlet', 'know', 'got')",1
832,"('know', 'got', 'money')",1
833,"('got', 'money', 'carlos')",1
834,"('money', 'carlos', 'make')",1
835,"('carlos', 'make', 'callstill')",1
836,"('make', 'callstill', 'going')",1
837,"('callstill', 'going', 'mallturn')",1
838,"('going', 'mallturn', 'friend')",1
839,"('mallturn', 'friend', 'staying')",1
840,"('friend', 'staying', 'whole')",1
841,"('staying', 'whole', 'show')",1
842,"('whole', 'show', 'back')",1
843,"('show', 'back', 'til')",1
844,"('back', 'til', 'list')",1
845,"('til', 'list', 'feel')",1
846,"('list', 'feel', 'free')",1
847,"('feel', 'free', 'ahead')",1
848,"('free', 'ahead', 'smoke')",1
849,"('ahead', 'smoke', 'list')",1
850,"('smoke', 'list', 'worthtext')",1
851,"('list', 'worthtext', 'reply')",1
852,"('worthtext', 'reply', 'let')",1
853,"('reply', 'let', 'know')",1
854,"('let', 'know', 'logspoke')",1
855,"('know', 'logspoke', 'ganesha')",1
856,"('logspoke', 'ganesha', 'would')",1
857,"('ganesha', 'would', 'like')",3
858,"('would', 'like', 'know')",4
859,"('like', 'know', 'satisfied')",3
860,"('know', 'satisfied', 'experience')",3
861,"('satisfied', 'experience', 'reply')",3
862,"('experience', 'reply', 'toll')",3
863,"('reply', 'toll', 'free')",3
864,"('toll', 'free', 'yeslifted')",1
865,"('free', 'yeslifted', 'hope')",1
866,"('yeslifted', 'hope', 'offer')",1
867,"('hope', 'offer', 'money')",1
868,"('offer', 'money', 'need')",1
869,"('money', 'need', 'especially')",1
870,"('need', 'especially', 'end')",1
871,"('especially', 'end', 'month')",1
872,"('end', 'month', 'approach')",1
873,"('month', 'approach', 'hurt')",1
874,"('approach', 'hurt', 'studying')",1
875,"('hurt', 'studying', 'anyways')",1
876,"('studying', 'anyways', 'gre')",1
877,"('anyways', 'gre', 'weekendlow')",1
878,"('gre', 'weekendlow', 'trustgentleman')",1
879,"('weekendlow', 'trustgentleman', 'treat')",1
880,"('trustgentleman', 'treat', 'dignity')",1
881,"('treat', 'dignity', 'respectguy')",1
882,"('dignity', 'respectguy', 'closegoing')",1
883,"('respectguy', 'closegoing', 'nothing')",1
884,"('closegoing', 'nothing', 'greatlyhello')",1
885,"('nothing', 'greatlyhello', 'handsome')",1
886,"('greatlyhello', 'handsome', 'finding')",1
887,"('handsome', 'finding', 'job')",1
888,"('finding', 'job', 'lazy')",1
889,"('job', 'lazy', 'working')",1
890,"('lazy', 'working', 'towards')",1
891,"('working', 'towards', 'getting')",1
892,"('towards', 'getting', 'back')",1
893,"('getting', 'back', 'net')",1
894,"('back', 'net', 'mummy')",1
895,"('net', 'mummy', 'boston')",1
896,"('mummy', 'boston', 'misshama')",1
897,"('boston', 'misshama', 'awesome')",1
898,"('misshama', 'awesome', 'minutegot')",1
899,"('awesome', 'minutegot', 'xmas')",1
900,"('minutegot', 'xmas', 'radio')",1
901,"('xmas', 'radio', 'time')",1
902,"('radio', 'time', 'getjus')",1
903,"('time', 'getjus', 'reached')",1
904,"('getjus', 'reached', 'home')",1
905,"('reached', 'home', 'bathe')",1
906,"('home', 'bathe', 'first')",1
907,"('bathe', 'first', 'using')",1
908,"('first', 'using', 'net')",1
909,"('using', 'net', 'tell')",1
910,"('net', 'tell', 'finishsorry')",1
911,"('tell', 'finishsorry', 'joined')",1
912,"('finishsorry', 'joined', 'league')",1
913,"('joined', 'league', 'people')",1
914,"('league', 'people', 'done')",1
915,"('people', 'done', 'keep')",1
916,"('done', 'keep', 'touch')",1
917,"('keep', 'touch', 'mean')",1
918,"('touch', 'mean', 'great')",1
919,"('mean', 'great', 'deal')",1
920,"('great', 'deal', 'friend')",1
921,"('deal', 'friend', 'time')",1
922,"('friend', 'time', 'even')",1
923,"('time', 'even', 'great')",1
924,"('even', 'great', 'personal')",1
925,"('great', 'personal', 'cost')",1
926,"('personal', 'cost', 'great')",1
927,"('cost', 'great', 'weekfinally')",1
928,"('great', 'weekfinally', 'completed')",1
929,"('weekfinally', 'completed', 'coursestop')",1
930,"('completed', 'coursestop', 'however')",1
931,"('coursestop', 'however', 'suggest')",1
932,"('however', 'suggest', 'stay')",1
933,"('suggest', 'stay', 'someone')",1
934,"('stay', 'someone', 'able')",1
935,"('someone', 'able', 'give')",1
936,"('able', 'give', 'every')",1
937,"('give', 'every', 'stoolhope')",1
938,"('every', 'stoolhope', 'settled')",1
939,"('stoolhope', 'settled', 'new')",1
940,"('settled', 'new', 'school')",2
941,"('new', 'school', 'year')",2
942,"('school', 'year', 'within')",2
943,"('year', 'within', 'gre')",2
944,"('within', 'gre', 'daygod')",1
945,"('gre', 'daygod', 'ming')",1
946,"('daygod', 'ming', 'dear')",1
947,"('ming', 'dear', 'nice')",4
948,"('dear', 'nice', 'daygot')",1
949,"('nice', 'daygot', 'person')",1
950,"('daygot', 'person', 'storyhamster')",1
951,"('person', 'storyhamster', 'dead')",1
952,"('storyhamster', 'dead', 'hey')",1
953,"('dead', 'hey', 'tar')",1
954,"('hey', 'tar', 'meet')",1
955,"('tar', 'meet', 'orchard')",1
956,"('meet', 'orchard', 'artkate')",1
957,"('orchard', 'artkate', 'evening')",1
958,"('artkate', 'evening', 'hope')",1
959,"('evening', 'hope', 'see')",1
960,"('hope', 'see', 'tomorrow')",1
961,"('see', 'tomorrow', 'bit')",1
962,"('tomorrow', 'bit', 'bloody')",1
963,"('bit', 'bloody', 'bayonet')",1
964,"('bloody', 'bayonet', 'text')",1
965,"('bayonet', 'text', 'back')",1
966,"('text', 'back', 'xxxfound')",1
967,"('back', 'xxxfound', 'enc')",1
968,"('xxxfound', 'enc', 'listsent')",1
969,"('enc', 'listsent', 'list')",1
970,"('listsent', 'list', 'buckhello')",1
971,"('list', 'buckhello', 'darwin')",1
972,"('buckhello', 'darwin', 'live')",1
973,"('darwin', 'live', 'finished')",1
974,"('live', 'finished', 'college')",1
975,"('finished', 'college', 'text')",1
976,"('college', 'text', 'finish')",1
977,"('text', 'finish', 'love')",1
978,"('finish', 'love', 'kate')",1
979,"('love', 'kate', 'xxxaccount')",1
980,"('kate', 'xxxaccount', 'refilled')",1
981,"('xxxaccount', 'refilled', 'successfully')",1
982,"('refilled', 'successfully', 'ltdecimalgt')",2
983,"('successfully', 'ltdecimalgt', 'keralacircle')",2
984,"('ltdecimalgt', 'keralacircle', 'prepaid')",2
985,"('keralacircle', 'prepaid', 'account')",2
986,"('prepaid', 'account', 'balance')",2
987,"('account', 'balance', 'ltdecimalgt')",2
988,"('balance', 'ltdecimalgt', 'transaction')",2
989,"('ltdecimalgt', 'transaction', 'listwoodworking')",1
990,"('transaction', 'listwoodworking', 'sleepingcall')",1
991,"('listwoodworking', 'sleepingcall', 'altersay')",1
992,"('sleepingcall', 'altersay', 'like')",1
993,"('altersay', 'like', 'dat')",1
994,"('like', 'dat', 'dun')",1
995,"('dat', 'dun', 'buy')",1
996,"('dun', 'buy', 'ericsson')",1
997,"('buy', 'ericsson', 'cannot')",1
998,"('ericsson', 'cannot', 'order')",1
999,"('cannot', 'order', 'larentered')",1
1000,"('order', 'larentered', 'cabin')",1
1001,"('larentered', 'cabin', 'said')",1
1002,"('invited', 'apartment', 'wentright')",1
1003,"('apartment', 'wentright', 'date')",1
1004,"('wentright', 'date', 'straight')",1
1005,"('date', 'straight', 'dogplease')",1
1006,"('straight', 'dogplease', 'give')",1
1007,"('dogplease', 'give', 'connection')",1
1008,"('give', 'connection', 'today')",1
1009,"('connection', 'today', 'ltdecimalgt')",1
1010,"('today', 'ltdecimalgt', 'refund')",1
1011,"('ltdecimalgt', 'refund', 'billshoot')",1
1012,"('refund', 'billshoot', 'big')",1
1013,"('billshoot', 'big', 'load')",1
1014,"('big', 'load', 'get')",2
1015,"('load', 'get', 'readybrut')",1
1016,"('get', 'readybrut', 'hope')",1
1017,"('readybrut', 'hope', 'great')",1
1018,"('hope', 'great', 'break')",1
1019,"('great', 'break', 'rewarding')",1
1020,"('break', 'rewarding', 'semesterhome')",1
1021,"('rewarding', 'semesterhome', 'always')",1
1022,"('semesterhome', 'always', 'chatkkgoodstudy')",1
1023,"('always', 'chatkkgoodstudy', 'wellyup')",1
1024,"('chatkkgoodstudy', 'wellyup', 'noe')",1
1025,"('wellyup', 'noe', 'letsound')",1
1026,"('noe', 'letsound', 'great')",1
1027,"('letsound', 'great', 'homefinally')",1
1028,"('great', 'homefinally', 'match')",1
1029,"('homefinally', 'match', 'heading')",1
1030,"('match', 'heading', 'towards')",1
1031,"('heading', 'towards', 'draw')",1
1032,"('towards', 'draw', 'predictiontired')",1
1033,"('draw', 'predictiontired', 'slept')",1
1034,"('predictiontired', 'slept', 'well')",1
1035,"('slept', 'well', 'past')",1
1036,"('well', 'past', 'nighteasy')",1
1037,"('past', 'nighteasy', 'ashen')",1
1038,"('nighteasy', 'ashen', 'got')",1
1039,"('ashen', 'got', 'selected')",2
1040,"('got', 'selected', 'mean')",2
1041,"('selected', 'mean', 'goodtake')",1
1042,"('mean', 'goodtake', 'exam')",1
1043,"('goodtake', 'exam', 'marchyeah')",1
1044,"('exam', 'marchyeah', 'think')",1
1045,"('marchyeah', 'think', 'use')",1
1046,"('think', 'use', 'atm')",1
1047,"('use', 'atm', 'register')",1
1048,"('atm', 'register', 'sure')",1
1049,"('register', 'sure', 'anyway')",1
1050,"('sure', 'anyway', 'help')",1
1051,"('anyway', 'help', 'let')",1
1052,"('help', 'let', 'know')",1
1053,"('let', 'know', 'sure')",1
1054,"('know', 'sure', 'readyprob')",1
1055,"('sure', 'readyprob', 'take')",1
1056,"('readyprob', 'take', 'timecalled')",1
1057,"('take', 'timecalled', 'band')",1
1058,"('timecalled', 'band', 'run')",1
1059,"('band', 'run', 'without')",1
1060,"('run', 'without', 'installing')",1
1061,"('without', 'installing', 'hard')",1
1062,"('installing', 'hard', 'desktop')",1
1063,"('hard', 'desktop', 'use')",1
1064,"('desktop', 'use', 'copy')",1
1065,"('use', 'copy', 'important')",1
1066,"('copy', 'important', 'file')",1
1067,"('important', 'file', 'system')",1
1068,"('file', 'system', 'give')",1
1069,"('system', 'give', 'repair')",1
1070,"('give', 'repair', 'shopsorry')",1
1071,"('repair', 'shopsorry', 'call')",1
1072,"('shopsorry', 'call', 'latersay')",1
1073,"('call', 'latersay', 'let')",1
1074,"('latersay', 'let', 'course')",1
1075,"('let', 'course', 'nothing')",1
1076,"('course', 'nothing', 'happen')",1
1077,"('nothing', 'happen', 'lar')",1
1078,"('happen', 'lar', 'say')",1
1079,"('lar', 'say', 'romantic')",1
1080,"('say', 'romantic', 'jus')",1
1081,"('romantic', 'jus', 'bit')",1
1082,"('jus', 'bit', 'site')",1
1083,"('bit', 'site', 'scenery')",1
1084,"('site', 'scenery', 'nice')",1
1085,"('scenery', 'nice', 'letwould')",1
1086,"('nice', 'letwould', 'really')",1
1087,"('letwould', 'really', 'appreciate')",1
1088,"('really', 'appreciate', 'call')",1
1089,"('appreciate', 'call', 'need')",1
1090,"('call', 'need', 'someone')",1
1091,"('need', 'someone', 'talkhey')",1
1092,"('someone', 'talkhey', 'company')",1
1093,"('talkhey', 'company', 'lama')",1
1094,"('company', 'lama', 'mudyadhulife')",1
1095,"('lama', 'mudyadhulife', 'strict')",1
1096,"('mudyadhulife', 'strict', 'teacher')",1
1097,"('strict', 'teacher', 'coz')",1
1098,"('teacher', 'coz', 'teacher')",1
1099,"('coz', 'teacher', 'teach')",1
1100,"('teacher', 'teach', 'lesson')",1
1101,"('teach', 'lesson', 'amp')",1
1102,"('lesson', 'amp', 'conduct')",1
1103,"('amp', 'conduct', 'exam')",1
1104,"('conduct', 'exam', 'life')",1
1105,"('exam', 'life', 'first')",1
1106,"('life', 'first', 'conduct')",1
1107,"('first', 'conduct', 'exam')",1
1108,"('conduct', 'exam', 'amp')",1
1109,"('exam', 'amp', 'teach')",1
1110,"('amp', 'teach', 'lesson')",1
1111,"('teach', 'lesson', 'happy')",1
1112,"('lesson', 'happy', 'morningdear')",1
1113,"('happy', 'morningdear', 'good')",1
1114,"('morningdear', 'good', 'morningget')",1
1115,"('good', 'morningget', 'gandhipuram')",1
1116,"('morningget', 'gandhipuram', 'walk')",1
1117,"('gandhipuram', 'walk', 'cross')",1
1118,"('walk', 'cross', 'cut')",1
1119,"('cross', 'cut', 'road')",1
1120,"('cut', 'road', 'right')",1
1121,"('road', 'right', 'side')",1
1122,"('right', 'side', 'list')",1
1123,"('side', 'list', 'street')",1
1124,"('list', 'street', 'road')",1
1125,"('street', 'road', 'turn')",1
1126,"('road', 'turn', 'first')",1
1127,"('turn', 'first', 'rightdear')",1
1128,"('first', 'rightdear', 'going')",1
1129,"('rightdear', 'going', 'rubber')",1
1130,"('going', 'rubber', 'placesorry')",1
1131,"('rubber', 'placesorry', 'battery')",1
1132,"('placesorry', 'battery', 'died')",1
1133,"('battery', 'died', 'yeahyester')",1
1134,"('died', 'yeahyester', 'always')",1
1135,"('yeahyester', 'always', 'available')",1
1136,"('always', 'available', 'work')",2
1137,"('available', 'work', 'placeprinted')",1
1138,"('work', 'placeprinted', 'list')",1
1139,"('placeprinted', 'list', 'come')",1
1140,"('list', 'come', 'upstairsill')",1
1141,"('come', 'upstairsill', 'little')",1
1142,"('upstairsill', 'little', 'closer')",1
1143,"('little', 'closer', 'like')",1
1144,"('closer', 'like', 'bus')",1
1145,"('like', 'bus', 'stop')",1
1146,"('bus', 'stop', 'streettoughen')",1
1147,"('stop', 'streettoughen', 'reachnew')",1
1148,"('streettoughen', 'reachnew', 'theory')",1
1149,"('reachnew', 'theory', 'argument')",1
